|land|port|location|city|region|runway|approach|usage|opstatus|coordinates|
|FI|ORA|Oravikoski|Oravikoski|13|--3-----|AA|1907||6234N 02736E|
|FI|PRH|Perho|Perho|14|--3-----|AA|2007||6313N 02425E|
|FI|PO5|Posio|Posio|10|--3-----|RL|1501||6606N 02809E|
|FI|RTV|Rautavaara|Rautavaara|13|--3-----|AA|2007||6329N 02817E|
|FI|SPK|Salpakangas|Salpakangas|18|--3-----|RL|1401|||
|FI|SKI|Skinnarvik|Skinnarvik|19|1-3-----|RL|1307||6008N 02228E|
|FI|TVS|Taivassalo (T�vsala)|Taivassalo (Tovsala)|19|1-------|AI|1401||6034N 02136E|
|FI|TOR|Torne� (Tornio)|Tornea (Tornio)|10|1-------|AI|1401||6551N 02411E|
|FI|UUS|Uusi-Valamo/Hein�vesi|Uusi-Valamo/Heinavesi|04|1-3-----|RQ|1401|||
|FI|VEI|Veitsiluoto|Veitsiluoto|10|1-------|RL|1307||6541N 02438E|
|FI|YLA|Ylane|Ylane|19|--3-----|AA|1907||6053N 02225E|
|FJ|NGI|Ngau Island|Ngau Island||0-------|AI|9912|||
|FM|PNI|Pohnpei (ex Ponape)|Pohnpei (ex Ponape)||1--4----|AI|9601|||
|FO|VID|Vadair|Vadair||1-------|RQ|9012|||
|FR|AYQ|Acy-Romance|Acy-Romance|08|--3-----|RL|1301||4930N 00420E|
|FR|AIG|Aigre|Aigre|16|--3-----|RL|1901||4554N 00001E|
|FR|QXB|Aix-en-Provence|Aix-en-Provence|13|-2-4----|AF|0212||4332N 00526E|
|FR|AX3|Alex|Alex|74|--3-----|RL|1301||4553N 00614E|
|FR|2AS|Allonnes|Allonnes|28|--3-----|RL|1601||4820N 00140E|
|FR|AMS|Amb�s|Ambes|33|1-3-----|RL|1701||4500N 00032W|
|FR|AMF|Amou|Amou|40|--3-----|RL|0701||4336N 00045W|
|FR|ANJ|Andouill�|Andouille|53|--3-----|RL|1601||4811N 00047W|
|FR|ANI|Aniche|Aniche|59|--3-----|RL|0201||5019N 00314E|
|FR|ATA|Antignac|Antignac|31|--3-----|RL|0501||4250N 00036E|
|FR|AR9|Arbin|Arbin|73|-23--6--|RL|1001||4530N 00604E|
|FR|ACY|Arcy-sur-Cure|Arcy-sur-Cure|89|-----6--|RL|0901||4736N 00345E|
|FR|ARG|Argis|Argis|01|--3-----|RL|1901||4556N 00529E|
|FR|TYI|Arreau|Arreau|65|-----6--|RL|1107||4254N 00022E|
|FR|ZQA|Arvant|Arvant|43|--3-----|RL|1501||4522N 00319E|
|FR|AIE|Assevillers|Assevillers|80|--3-----|RL|0507||4954N 00250E|
|FR|AUP|Aubie-et-Espessas|Aubie-et-Espessas|33|--3-----|RL|0501||4501N 00024W|
|FR|AL6|Auchy-les-Mines|Auchy-les-Mines|62|--3-----|RL|1901||5030N 00247E|
|FR|AM2|Aumagne|Aumagne|17|-----6--|RL|1901||4552N 00024W|
|FR|AUW|Auterive|Auterive|31|--3-----|RL|1301||4321N 00129E|
|FR|UVA|Auvillar|Auvillar|82|-----6--|RL|0601||4404N 00054E|
|FR|AEN|Avesnelles|Avesnelles|59|--3-----|RL|0501||5007N 00357E|
|FR|A5V|Avrigny|Avrigny|60|--3-----|RL|1307||4923N 00235E|
|FR|AS5|Azy-sur-Marne|Azy-sur-Marne|02|--3-----|RL|1901||4900N 00322E|
|FR|OHH|Baho|Baho|66|--3-----|RL|1901||4242N 00249E|
|FR|BBY|Balbigny|Balbigny|42|--3-----|RL|1901||4549N 00411E|
|FR|NXX|Banteux|Banteux|59|--3-----|RL|1401||5004N 00312E|
|FR|YLC|Barisey-la-C�te|Barisey-la-Cote|54|--3-----|RL|0501||4833N 00551E|
|FR|AHA|Basse-Ham|Basse-Ham|57|--3-----|RL|0501||4923N 00615E|
|FR|BBV|Bavent|Bavent|14|--3-----|RQ|2207||4914N 00011W|
|FR|ZOQ|Bazoques|Bazoques|27|-----6--|RL|1901||4912N 00029E|
|FR|UB7|Beaulieu-sur-Loire|Beaulieu-sur-Loire|45|--3-----|RL|1407||4732N 00249E|
|FR|BUS|Beaurains|Beaurains|62|--3-----|RL|2101||5016N 00247E|
|FR|BDU|B�darieux|Bedarieux|34|--3-----|RL|0501||4337N 00309E|
|FR|BOR|Belfort|Belfort|90|-2-4----|AF|1901||4738N 00652E|
|FR|BVI|Belleville-sur-Vie|Belleville-sur-Vie|85|--3-----|RL|0212||4647N 00126W|
|FR|BF3|B�nifontaine|Benifontaine|62|--3--6--|RL|1901||5029N 00250E|
|FR|BMG|Bermering|Bermering|57|--3-----|RL|0501||4856N 00642E|
|FR|EE9|Bers�e|Bersee|59|--3-----|RL|1707||5029N 00309E|
|FR|HBS|Bessi�res|Bessieres|31|-----6--|RL|1901||4347N 00137E|
|FR|ZVL|Beuvry|Beuvry|62|-----6--|RL|2101||5031N 00241E|
|FR|BDD|Bidart|Bidart|64|1-3--6--|RL|0701||4326N 00134W|
|FR|ICS|Biscarrosse|Biscarrosse|40|--3-----|RL|1901||4424N 00110W|
|FR|49B|Blaison-Gohier|Blaison-Gohier|49|-----6--|RL|1901||4724N 00022W|
|FR|V6L|Bleurville|Bleurville|88|--3-----|RL|1801||4804N 00558E|
|FR|BCM|Boiscommun|Boiscommun|45|--3-----|RL|1901||4802N 00223E|
|FR|BWI|Bollwiller|Bollwiller|68|--3-----|RL|0701||4752N 00715E|
|FR|BSM|Bonneuil-sur-Marne|Bonneuil-sur-Marne|94|1-3-----|RL|1901||4846N 00229E|
|FR|XDM|Bors-de-Montmoreau|Bors-de-Montmoreau|16|-----6--|RL|1201||4521N 00010E|
|FR|U5R|Bou�re|Bouere|53|--3-----|RL|1901||4752N 00028W|
|FR|BO6|Bouloc|Bouloc|12|--3-----|RL|1301||4409N 00252E|
|FR|GH8|Bourghelles|Bourghelles|59|--3-----|RL|1801||5034N 00315E|
|FR|B6U|Bourville|Bourville|76|--3-----|RL|1801||4948N 00049E|
|FR|BZV|Bouzonville|Bouzonville|57|--3-----|RL|1901||4918N 00632E|
|FR|RPA|Brasparts|Brasparts|29|--3-----|RL|0701||4818N 00357W|
|FR|B7R|Br�mes|Bremes|62|--3-----|RL|1901||5051N 00158E|
|FR|BVU|Bretteville-l'Orgueilleuse|Bretteville-l'Orgueilleuse|14|--3-----|RL|0601||4912N 00031W|
|FR|BXI|Brie|Brie|35|--3-----|RL|0701||4756N 00132W|
|FR|JVA|Briscous|Briscous|64|-----6--|RL|1201||4328N 00120W|
|FR|BYJ|Broye|Broye|71|--3-----|RL|0701||4652N 00417E|
|FR|BGZ|Bucey-l�s-Gy|Bucey-les-Gy|70|--3-----|RL|0607||4725N 00551E|
|FR|BXR|Bure|Bure|55|--3-----|RL|1901||4830N 00521E|
|FR|XEU|Buxeuil|Buxeuil|10|1-------|RL|1901||4803N 00424E|
|FR|CFD|Cadillac-en-Fronsadais|Cadillac-en-Fronsadais|33|--3-----|RL|0901||4458N 00022W|
|FR|2CV|Calviac|Calviac|46|--3-----|RL|1207||4455N 00204E|
|FR|CG9|Campagne-sur-Aude|Campagne-sur-Aude|11|-----6--|RL|1901||4255N 00212E|
|FR|CAX|Cannet|Cannet|32|--3-----|RL|1401||4336N 00003W|
|FR|CCF|Carcassonne|Carcassonne|11|-2-4----|AF|1901||4313N 00221E|
|FR|CQI|Carqueiranne|Carqueiranne|83|--3-----|RL|1301||4305N 00605E|
|FR|CCI|Castelculier|Castelculier|47|--3-----|RL|1901||4410N 00041E|
|FR|TIS|Cast�tis|Castetis|64|--3-----|RL|2207||4328N 00043W|
|FR|EQR|Cauli�res|Caulieres|80|-----6--|RL|1901||4947N 00154E|
|FR|CZ5|Cazats|Cazats|33|--3-----|RL|1601||4429N 00013W|
|FR|CEO|Cenon|Cenon|33|-23-----|RL|0401||4451N 00032W|
|FR|ZCE|Cerny|Cerny|HK|-----6--|RL|0901||4828N 00219E|
|FR|2CB|Chabottes|Chabottes|05|--3-----|RL|1207||4439N 00611E|
|FR|CZU|Chalezeule|Chalezeule|25|--3--6--|RL|0507||4716N 00605E|
|FR|HBO|Chambon|Chambon|37|--3-----|RL|0701||4650N 00048E|
|FR|CHP|Champagne-sur-Seine|Champagne-sur-Seine|77|--3-----|RL|0212||4824N 00248E|
|FR|HBT|Champlat-et-Boujacourt|Champlat-et-Boujacourt|51|-----6--|RL|1007||4909N 00350E|
|FR|NNH|Channes|Channes|10|1-------|RL|2101||4756N 00415E|
|FR|B2G|Charbogne|Charbogne|08|--3-----|RL|1607||4930N 00436E|
|FR|AYH|Charnay-l�s-Chalon|Charnay-les-Chalon|71|--3-----|RL|0501||4656N 00506E|
|FR|HSP|Chasseneuil-du-Poitou|Chasseneuil-du-Poitou|86|--3-----|RL|1901||4638N 00022E|
|FR|HTM|Ch�teaumeillant|Chateaumeillant|18|-23--6--|RL|1901||4633N 00212E|
|FR|HTY|Ch�telguyon|Chatelguyon|63|--3-----|RL|1901||4711N 00003E|
|FR|HLO|Ch�tillon-sur-Sa�ne|Chatillon-sur-Saone|88|--3-----|RL|1901||4757N 00553E|
|FR|I36|Chaumussay|Chaumussay|37|--3-----|RL|1901||4652N 00051E|
x|FR|H9Z|Chaz�-Henry|Chaze-Henry|49|--3-----|XX|2407||4745N 00117W|
|FR|XH8|Ch�nex|Chenex|74|--3-----|RL|1801||4607N 00600E|
|FR|CYC|Chevagny-les-Chevri�res|Chevagny-les-Chevrieres|71|--3-----|RL|0212||4620N 00446E|
|FR|CIM|Chimilin|Chimilin|38|--3-----|RL|0407||4535N 00536E|
|FR|G8R|Chusclan|Chusclan|30|1----6--|RL|1901||4409N 00441E|
|FR|XLS|Clairac|Clairac|47|-----6--|RL|1901||4421N 00023E|
|FR|RRX|Cl�rieux|Clerieux|26|-----6--|RL|1901||4505N 00458E|
|FR|CCM|Cocumont|Cocumont|47|-----6--|RL|1901||4444N 00002E|
|FR|CXX|Colognac|Colognac|30|--3-----|RL|0201||4402N 00349E|
|FR|CLV|Combs-la-Ville|Combs-la-Ville|77|--3-----|RL|0201||4840N 00233E|
|FR|BHH|Cond�-sur-Huisne|Conde-sur-Huisne|61|--3-----|RL|1901||4823N 00051E|
|FR|CDI|Cons-la-Grandville|Cons-la-Grandville|54|--3-----|RL|0501||4929N 00542E|
|FR|XCB|Corcelles-en-Beaujolais|Corcelles-en-Beaujolais|69|1----6--|RL|1901||4609N 00443E|
|FR|NJI|Corneilhan|Corneilhan|34|-----6--|RL|1901||4324N 00311E|
|FR|UBT|Coubert|Coubert|77|--3-----|RL|0701||4840N 00242E|
|FR|C6U|Couleuvre|Couleuvre|03|--3-----|RL|1601||4640N 00255E|
|FR|CVF|Courchevel|Courchevel|73|---4----|AF|1901||4526N 00638E|
|FR|OUE|Courteron|Courteron|10|-23-----|RL|0407||4801N 00426E|
|FR|XCR|Crain|Crain|89|-----6--|RL|2101||4732N 00333E|
|FR|CRL|Creil|Creil|60|12------|AF|1901||4915N 00229E|
|FR|CYU|Creys-M�pieu|Creys-Mepieu|38|--3-----|RL|0601||4543N 00529E|
|FR|TTT|Crottet|Crottet|01|--3-----|RL|0701||4617N 00454E|
|FR|UGD|Cugand|Cugand|85|--3-----|RL|0701||4704N 00115W|
|FR|CQL|Cuverville|Cuverville|14|--3-----|RL|0701||4911N 00015W|
|FR|DEP|Dammarie-en-Puisaye|Dammarie-en-Puisaye|45|--3-----|RL|0212||4738N 00252E|
|FR|ZCL|Darois|Darois|21|-----6--|RL|0901||4723N 00456E|
|FR|DER|Derval|Derval|44|--3-----|RL|0207||4739N 00139W|
|FR|9DS|Dieue-Sur-Meuse|Dieue-Sur-Meuse|55|1----6--|RL|1901||4904N 00525E|
|FR|DSM|Dives-sur-Mer|Dives-sur-Mer|14|--3-----|RL|1301||4917N 00006W|
|FR|DML|Dom-le-Mesnil|Dom-le-Mesnil|08|123-----|RL|0601||4941N 00448E|
|FR|TEG|Donzac|Donzac|82|--3-----|RL|1901||4406N 00048E|
|FR|DVO|Douville|Douville|24|--3-----|RL|1901||4500N 00035E|
|FR|QDR|Dry|Dry|45|--3-----|RL|1301||4748N 00143E|
|FR|TKQ|�baty|Ebaty|21|--3-----|RL|1301||4656N 00447E|
|FR|EQV|Ecquevilly|Ecquevilly|78|--3-----|RL|1901||4857N 00155E|
|FR|ELN|Elne|Elne|66|--3-----|RL|1901||4236N 00258E|
|FR|EGG|�pagne-�pagnette|Epagne-Epagnette|80|1-3-----|RL|1201||5004N 00152E|
|FR|EU6|�queurdreville|Equeurdreville|50|--3-----|RL|1501||4939N 00139W|
|FR|ES4|Eschbach|Eschbach|67|--3-----|RL|1301||4852N 00744E|
|FR|E2R|Essarois|Essarois|21|--3-----|RL|1301||4745N 00446E|
|FR|ESV|Esvres|Esvres|37|-23-----|RL|0212||4717N 00047E|
|FR|EBS|�trembi�res|Etrembieres|74|--3-----|RL|0601||4611N 00614E|
|FR|YEG|�vry-Gr�gy-sur-Yerre|Evry-Gregy-sur-Yerre|77|--3-----|RL|1901||4839N 00237E|
|FR|FSV|Fains-V�el|Fains-Veel|55|--3-----|RL|1901||4847N 00507E|
|FR|FAV|Faverges|Faverges|74|--3-----|RL|1901||4545N 00618E|
|FR|U5F|Fendeille|Fendeille|11|--3-----|RL|1501||4316N 00157E|
|FR|FVI|Feuqui�res-en-Vimeu|Feuquieres-en-Vimeu|80|--3-----|RL|0212||5004N 00136E|
|FR|CFV|Flavignerot|Flavignerot|21|-----6--|RL|1901||4717N 00455E|
|FR|FVY|Fl�vy|Flevy|57|--3-----|RL|0201||4913N 00614E|
|FR|FNA|Fondamente|Fondamente|12|--3-----|RL|0501||4353N 00307E|
|FR|FSS|Fontaines-sur-Sa�ne|Fontaines-sur-Saone|69|--3-----|RL|0212||4550N 00451E|
|FR|FTY|Fontoy|Fontoy|57|--3-----|RL|1901||4921N 00600E|
|FR|FUS|Fouesnant|Fouesnant|29|1-3--6--|RL|1201||4754N 00401W|
|FR|FFA|Foussignac|Foussignac|16|--3-----|RL|2307||4543N 00007W|
|FR|FRJ|Fr�jus|Frejus|83|--34----|AF|1901||4326N 00644E|
|FR|FHN|Fr�thun|Frethun|62|-----6--|RL|1901||5055N 00149E|
|FR|FT4|Frotey-l�s-Vesoul|Frotey-les-Vesoul|70|--3-----|RL|1401||4737N 00611E|
|FR|GRB|Gaillardbois-Cressenville|Gaillardbois-Cressenville|27|--3-----|RL|1407||4920N 00124E|
|FR|GGA|Gargas|Gargas|84|--3-----|RL|0701||4354N 00523E|
|FR|GN8|Gellenoncourt|Gellenoncourt|54|--3-----|RL|1901||4841N 00623E|
|FR|GNC|Gensac-la-Pallue|Gensac-la-Pallue|16|--3-----|RL|0401||4539N 00015W|
|FR|GQY|Gevry|Gevry|39|--3-----|RL|1901||4702N 00527E|
|FR|ZDI|Girmont|Girmont|88|-----6--|RL|0901||4816N 00626E|
|FR|GHN|Glun|Glun|07|--3-----|RL|1401||4501N 00450E|
|FR|GBZ|Gorbio|Gorbio|06|-----6--|RL|1901||4347N 00727E|
|FR|F2N|Gouville sur Mer|Gouville sur Mer|50|--3-----|AA|1901||4906N 00135W|
|FR|GXX|Grandouet|Grandouet|14|-----6--|RL|1901||4909N 00004E|
|FR|GDU|Grenade-sur-l'Adour|Grenade-sur-l'Adour|40|--3-----|RL|0701||4347N 00025W|
|FR|GPR|Gripport|Gripport|54|--3-----|RL|1301||4825N 00615E|
|FR|GWB|Guebwiller|Guebwiller|68|--3-----|RL|1901||4754N 00713E|
|FR|G2R|Guilers|Guilers|29|--3-----|RL|1607||4826N 00434W|
|FR|GZU|Guzargues|Guzargues|34|--3-----|RL|1901||4343N 00355E|
|FR|OT7|Haraumont|Haraumont|55|--3-----|RL|1401||4921N 00516E|
|FR|HSS|Haussimont|Haussimont|51|--3-----|RL|0201||4845N 00409E|
|FR|ZZX|Heiltz-le-Hutier|Heiltz-le-Hutier|51|--3-----|RL|1401||4841N 00446E|
|FR|HVU|Hermanville-sur-Mer|Hermanville-sur-Mer|14|--3-----|RL|1601||4917N 00019W|
|FR|HM6|Hindisheim|Hindisheim|67|--3-----|RL|1901||4828N 00738E|
|FR|HKQ|Honnechy|Honnechy|59|--3-----|RL|1401||5004N 00327E|
|FR|HUM|Humi�res|Humieres|62|--3-----|RL|0601||5023N 00212E|
|FR|ME5|�le-Mol�ne|Ile-Molene|29|1-------|AA|2201||4824N 00303E|
|FR|IRA|Irai|Irai|61|--3-----|RL|1407||4840N 00042E|
|FR|IST|Istres|Istres|13|--3-----|RL|0201||4330N 00458E|
|FR|JNV|Janville|Janville|28|--3-----|RL|0407||4812N 00153E|
|FR|N59|Jenlain|Jenlain|59|-----6--|RL|1901||5019N 00337E|
|FR|JO2|Jouillat|Jouillat|23|--3-----|RL|1407||4616N 00157E|
|FR|JUM|Jumi�ges|Jumieges|76|--3-----|RL|1407||4926N 00049E|
|FR|KNO|Killem|Killem|59|--3-----|RL|1901||5057N 00234E|
|FR|VXY|La Bastidonne|La Bastidonne|84|-----6--|RL|1901||4342N 00534E|
|FR|LBE|La Br�de|La Brede|33|--3-----|RL|1901||4441N 00031W|
|FR|CL2|La Cerlangue|La Cerlangue|76|1----6--|RL|1901||4930N 00025E|
|FR|2LC|La Chapelle-Largeau|La Chapelle-Largeau|79|--3-----|RL|1901||4657N 00050W|
|FR|LCE|La Ch�taigneraie|La Chataigneraie|85|--3-----|RL|1901||4639N 00044W|
|FR|LXV|La Croix-Valmer|La Croix-Valmer|83|--3-----|AA|1901||4312N 00634E|
|FR|QFA|La Folleti�re-Abenon|La Folletiere-Abenon|14|--3-----|RL|1901||4859N 00026E|
|FR|LGC|La Gorce|La Gorce|87|--3-----|RL|1901||4551N 00140E|
|FR|LCJ|La L�ch�re|La Lechere|01|--3-----|RL|1901||4552N 00506E|
|FR|MFJ|La Motte-Fanjas|La Motte-Fanjas|26|--3--6--|RL|1107||4503N 00516E|
|FR|P2Z|La Pointe-de-Contes|La Pointe-de-Contes|06|--3-----|RL|1207||4347N 00720E|
|FR|RHB|La Roche-Blanche|La Roche-Blanche|44|--3-----|RL|1301||4726N 00108W|
|FR|S2U|La Saucelle|La Saucelle|28|--3-----|RL|1301||4838N 00102E|
|FR|3LT|La Trinit�-Porho�t|La Trinite-Porhoet|56|--3-----|RL|1901||4806N 00233W|
|FR|AA7|Laas|Laas|32|--3-----|RL|1801||4328N 00018E|
|FR|L3S|Labrousse|Labrousse|15|--3-----|RL|1601||4451N 00233E|
|FR|L8A|Lacs|Lacs|36|--3-----|RQ|2307||4635N 00201E|
|FR|GLP|Lagupie|Lagupie|47|-----6--|RL|1901||4433N 00007E|
|FR|LQG|Lamagist�re|Lamagistere|82|1-3-----|RL|1901||4407N 00048E|
|FR|LAS|Landas|Landas|59|--3-----|RL|1901||5028N 00318E|
|FR|XGS|Langast|Langast|22|--3-----|RL|1607||4817N 00240W|
|FR|AQW|Lannux|Lannux|32|--3-----|RL|1501||4339N 00013W|
|FR|OUT|Lapoutroie|Lapoutroie|68|--3-----|RL|0407||4809N 00710E|
|FR|LII|Larouillies|Larouillies|59|--3-----|RL|0407||5002N 00356E|
|FR|3AR|Launois-sur-Vence|Launois-sur-Vence|08|--3-----|RL|1901||4939N 00432E|
|FR|LFH|Lavaufranche|Lavaufranche|23|--3-----|RL|0507||4619N 00216E|
|FR|BCJ|Le Barcar�s|Le Barcares|66|1-3-----|RL|1001||4247N 00302E|
|FR|UQB|Le Breuil|Le Breuil|69|-----6--|RL|1901||4553N 00435E|
|FR|EEN|Le Chesne|Le Chesne|27|--3-----|RL|0901||4853N 00057E|
|FR|CJQ|Le Fr�che|Le Freche|40|-----6--|RL|1901||4356N 00014W|
|FR|L67|Le Li�ge|Le Liege|37|--3-----|RL|1901||4713N 00106E|
|FR|LEU|Le Meux|Le Meux|60|--3-----|RL|0201||4922N 00244E|
|FR|PTQ|Le Petit-Quevilly|Le Petit-Quevilly|76|-23-----|AF|1207||4925N 00103E|
|FR|LPK|Le Port|Le Port|17|--3-----|RL|1901||4529N 00048W|
|FR|6EU|Le Russey|Le Russey|25|-----6--|RL|1901||4710N 00644E|
|FR|LXT|Le Tourneur|Le Tourneur|14|--3--6--|RL|1107||4858N 00049W|
|FR|LDT|L�dat|Ledat|47|--3-----|RL|0407||4428N 00040E|
|FR|LWO|L�on|Leon|40|--3-----|RL|1901||4353N 00118W|
|FR|L72|Les Aulneaux|Les Aulneaux|72|--3-----|RL|1601||4826N 00020E|
|FR|7CM|Les Essards|Les Essards|17|--3-----|RL|1601||4548N 00046W|
|FR|LG5|Les Landes-Genusson|Les Landes-Genusson|85|--3-----|RL|1207||4658N 00107W|
|FR|EOR|Les Orres|Les Orres|05|--3-----|RL|1901||4431N 00633E|
|FR|LUL|Les Ulis|Les Ulis|91|-2------|AF|1401||4840N 00210E|
|FR|G3L|Lestiac-sur-Garonne|Lestiac-sur-Garonne|33|-----6--|RL|1901||4441N 00023W|
|FR|LEZ|L�zardrieux|Lezardrieux|22|1-------|AF|1901||4847N 00306W|
|FR|LPV|Li�pvre|Liepvre|68|--3-----|RL|0201||4816N 00716E|
|FR|IYC|Ligny-le-Ch�tel|Ligny-le-Chatel|89|--3-----|RL|1901||4754N 00345E|
|FR|LY2|Limony|Limony|07|-----6--|RL|1901||4521N 00446E|
|FR|LJN|L'Isle-Jourdain|L'Isle-Jourdain|32|--3-----|RL|0507||4337N 00105E|
|FR|OQL|Locmiqu�lic|Locmiquelic|56|1-3-----|RL|1207||4743N 00321W|
|FR|LOP|Lompret|Lompret|59|-23-----|RL|0407||5040N 00259E|
|FR|LOV|Longvic|Longvic|21|--3-----|RL|1701||4717N 00504E|
|FR|L99|Losse|Losse|40|--3-----|RL|1601||4406N 00006W|
|FR|L8Y|Loury|Loury|45|--3-----|RL|1901||4800N 00205E|
|FR|LUK|Luceau|Luceau|72|--3-----|RL|0407||4743N 00024E|
|FR|LUM|Lumes|Lumes|08|-2------|AF|1901||4944N 00447E|
|FR|TBA|Lutterbach|Lutterbach|68|--3-----|RL|0501||4746N 00717E|
|FR|QMY|Machy|Machy|10|-23-----|RL|0601||4808N 00403E|
|FR|MVZ|Magny-l�s-Villers|Magny-les-Villers|21|--3-----|RL|0507||4706N 00453E|
|FR|MAS|Maisdon-sur-S�vre|Maisdon-sur-Sevre|44|--3-----|RL|0212||4706N 00123W|
|FR|MVQ|Maleville|Maleville|12|--3-----|RL|1901||4423N 00206E|
|FR|M2X|Manneville-sur-Risle|Manneville-sur-Risle|27|--3-----|RL|1301||4921N 00034E|
|FR|MCZ|Marcellaz|Marcellaz|74|--3-----|RL|0501||4609N 00621E|
|FR|MA7|Mar�on|Marcon|72|--3--6--|RL|1901||4743N 00031E|
|FR|MY2|Marey-l�s-Fussey|Marey-les-Fussey|21|--3--6--|RL|1901||4707N 00452E|
|FR|ZOL|Marle sur Serre|Marle sur Serre|02|--3-----|RL|1401||4944N 00346E|
|FR|NP4|Marpent|Marpent|59|--3-----|RL|1407||5018N 00405E|
|FR|MGT|Martignat|Martignat|01|--3-----|RL|0207||4612N 00537E|
|FR|MKY|Massay|Massay|18|--3-----|RL|1901||4709N 00200E|
|FR|MLO|Maul�on|Mauleon|79|--3-----|RL|1901||4655N 00045W|
|FR|HQV|Mauvezin-de-l'Isle|Mauvezin-de-l'Isle|31|--3-----|RL|1501||4323N 00056E|
|FR|MLQ|Meaulne|Meaulne|03|--3-----|RL|1901||4636N 00236E|
|FR|MJZ|Mellecey|Mellecey|71|-----6--|RL|1901||4649N 00444E|
|FR|MXJ|Merckeghem|Merckeghem|59|--3-----|RL|1301||5052N 00217E|
|FR|WMS|Merrey-sur-Arce|Merrey-sur-Arce|10|-----6--|RL|1901||4806N 00423E|
|FR|EAA|Mesnil-Saint-Laurent|Mesnil-Saint-Laurent|02|--3-----|RL|1301||4950N 00321E|
|FR|MEU|Meursault|Meursault|21|--3-----|RL|1901||4659N 00446E|
|FR|M23|Michelbach-le-Bas|Michelbach-le-Bas|68|--3-----|RL|1707||4736N 00727E|
|FR|MIN|Miniac-Morvan|Miniac-Morvan|35|--3-----|RL|0201||4830N 00154W|
|FR|M9N|Misson|Misson|40|--3-----|RL|1401||4335N 00058W|
|FR|ITM|Moliets-et-Maa|Moliets-et-Maa|40|--3-----|RL|1901||4351N 00121W|
|FR|M4C|Moncoutant|Moncoutant|79|--3-----|RL|1301||4643N 00035W|
|FR|PKM|Monni�res|Monnieres|44|1----6--|RL|1901||4708N 00121W|
|FR|YEE|Montalba-le-Ch�teau|Montalba-le-Chateau|66|--3-----|RL|1901||4242N 00234E|
|FR|2BO|Montberon|Montberon|31|--3-----|RL|1307||4343N 00129E|
|FR|MDD|Montdidier|Montdidier|80|-23-----|RL|0407||4939N 00234E|
|FR|M8Z|Mont�zic|Montezic|12|--3-----|RL|1901||4442N 00239E|
|FR|MT2|Monthelie|Monthelie|21|-----6--|RL|1901||4700N 00446E|
|FR|IYV|Montigny-l�s-Vesoul|Montigny-les-Vesoul|70|-23-----|RL|1901||4738N 00604E|
|FR|TJM|Montmelas-Saint-Sorlin|Montmelas-Saint-Sorlin|69|--3--6--|RL|1901||4601N 00437E|
|FR|MQJ|Montracol|Montracol|01|--3-----|RL|1301||4611N 00507E|
|FR|2MN|Montrond-le-Ch�teau|Montrond-le-Chateau|25|--3-----|RL|1307||4708N 00603E|
|FR|RVQ|Moraches|Moraches|58|--3-----|RL|1601||4717N 00333E|
|FR|5ML|Morlhon-le-Haut|Morlhon-le-Haut|12|--3-----|RL|1407||4420N 00203E|
|FR|ZNE|Morzine|Morzine|74|--3-----|RL|0901||4611N 00643E|
|FR|MLZ|Moulins-l�s-Metz|Moulins-les-Metz|57|--3-----|RL|0212||4906N 00606E|
|FR|QMU|Mo�tiers|Moutiers|73|--3-----|RL|0607||4529N 00632E|
|FR|MHU|Munchhausen|Munchhausen|67|--3-----|RL|0501||4855N 00809E|
|FR|UZA|Muzillac|Muzillac|56|--3--6--|RL|0507||4733N 00229W|
|FR|NNU|Nantua|Nantua|01|--3-----|RL|1901||4609N 00536E|
|FR|NS4|N�ons-sur-Creuse|Neons-sur-Creuse|36|-----6--|RL|1901||4644N 00055E|
|FR|NUY|Neuilly-l�s-Dijon|Neuilly-les-Dijon|21|-----6--|RL|0901||4717N 00506E|
|FR|NVO|Neuville-sur-Oise|Neuville-sur-Oise|95|--3-----|RL|1901||4901N 00204E|
|FR|NLB|Niederbronn-les-Bains|Niederbronn-les-Bains|67|--3-----|RL|0212||4857N 00738E|
|FR|NOK|Noailles|Noailles|19|--3-----|RL|1301||4506N 00132E|
|FR|FMN|Noisseville|Noisseville|57|--3-----|RL|1207||4908N 00617E|
|FR|NSA|Notre-Dame-de-Sanilhac|Notre-Dame-de-Sanilhac|24|--3-----|RL|0501||4507N 00043E|
|FR|6YM|Noyelles-l�s-Vermelles|Noyelles-les-Vermelles|62|--3-----|RL|1701||5029N 00243E|
|FR|OQV|Ocqueville|Ocqueville|76|--3-----|RL|0501||4948N 00041E|
|FR|O83|Olli�res|Ollieres|83|--3-----|RL|1601||4328N 00549E|
|FR|C7Y|Or�ay|Orcay|41|--3-----|RL|1801||4717N 00207E|
|FR|OME|Ormes|Ormes|27|--3-----|RL|0207||4903N 00057E|
|FR|OSN|Osny|Osny|95|--3-----|RL|1901||4904N 00204E|
|FR|NV5|Ourou�r|Ourouer|58|--3-----|RL|1901||4704N 00318E|
|FR|PPP|Pagny-sur-Moselle|Pagny-sur-Moselle|54|-23-----|RL|0701||4859N 00601E|
|FR|PZO|Panzoult|Panzoult|37|--3-----|RL|1901||4708N 00023E|
|FR|PAA|Parsac|Parsac|23|--3-----|RL|0501||4612N 00209E|
x|FR|QPR|Payr�|Payre|86|--3--6--|XX|2407||4620N 00012E|
